Time,Notes,Spawn,Attack,Camera,Event,Lyrics,Timer,Obstacle
103,1,1^(-4.5^0),2,,,,,
104,1,2^(-4.5^0),1,,,,,
105,1,1^(0^4.5),2,,,,,
106,1,2^(0^4.5),1,,,,,
107,1,1^(4.5^0),2,,,,,
108,1,2^(4.5^0),1,,,,,
109,1,1^(0^-4.5),2,,,,,
110,1,2^(0^-4.5),1,,,,,
111,1,1^(-4.5^0),2,,,,,
112,1,2^(-4.5^0),1,,,,,
113,1,1^(0^4.5),2,,,,,
114,1,2^(0^4.5),1,,reverseclockwise,,,
115,1,1^(4.5^0),2,,,,,
116,1,2^(4.5^0),1,4^16^6^0,,,,
117,1,1^(0^-4.5),2,,,,,
118,1,2^(0^-4.5),1,,,,,
119,1,1^(-4.5^0),2,,,,,
120,1,2^(-4.5^0),1,,,,,
121,1,1^(0^4.5),2,,,,,
122,1,2^(0^4.5),1,,,,,
123,1,1^(4.5^0),2,,,,,
124,1,2^(4.5^0),1,,,,,
125,1,1^(0^-4.5),2,,,,,
126,1,2^(0^-4.5),1,,,,,
127,1,1^(-4.5^0),2,,,,,
128,1,2^(-4.5^0),1,,,,,
129,1,,2,,,,,
130,1,,1,,clockwise,,,
131,1,,2,,,,,
132,,,,4^16^2^1,,,,
133,,1^(0^5),,,,,,
133,,1^(3^-4),,,,,,
133,1,1^(-4^-3),,,,,,
135,,1^(0^5),1,,,,,
135,,1^(3^-4),1,,,,,
135,1,1^(-4^-3),1,,,,,
137,,1^(0^5),1,,,,,
137,,1^(3^-4),1,,,,,
137,1,1^(-4^-3),1,,,,,
139,,1^(0^5),1,,,,,
139,,1^(3^-4),1,,,,,
139,1,1^(-4^-3),1,,,,,
141,,1^(0^5),1,,,,,
141,,1^(3^-4),1,,,,,
141,1,1^(-4^-3),1,,,,,
143,,1^(0^5),1,,,,,
143,,1^(3^-4),1,,,,,
143,1,1^(-4^-3),1,,,,,
145,,1^(0^5),1,,,,,
145,,1^(3^-4),1,,,,,
145,1,1^(-4^-3),1,,,,,
147,,1^(0^5),1,,,,,
147,,1^(3^-4),1,,clockwise,,,
147,1,1^(-4^-3),1,,,,,
148,,,,4^16^2^0,,,,
149,,1^(0^5),1,,,,,
149,,1^(3^-4),1,,,,,
149,1,1^(-4^-3),1,,,,,3^1
151,,1^(0^5),1,,,,,
151,,1^(3^-4),1,,,,,
151,1,1^(-4^-3),1,,,,,
153,,1^(0^5),1,,,,,
153,,1^(3^-4),1,,,,,
153,1,1^(-4^-3),1,,,,,3^1
155,,1^(0^5),1,,,,,
155,,1^(3^-4),1,,,,,
155,1,1^(-4^-3),1,,,,,
157,,1^(0^5),1,,,,,
157,,1^(3^-4),1,,,,,
157,1,1^(-4^-3),1,,,,,3^1
159,,1^(0^5),1,,,,,
159,,1^(3^-4),1,,,,,
159,1,1^(-4^-3),1,,,,,
161,,1^(0^5),1,,,,,
161,,1^(3^-4),1,,,,,
161,1,1^(-4^-3),1,,,,,3^1
163,,1^(0^5),1,,,,,
163,,1^(3^-4),1,,clockwise,,,
163,1,1^(-4^-3),1,,,,,
164,,,,4^16^2^1,,,,
165,,1^(0^5),1,,,,,
165,,1^(3^-4),1,,,,,
165,1,1^(-4^-3),1,,,,,3^1
167,,1^(0^5),1,,,,,
167,,1^(3^-4),1,,,,,
167,1,1^(-4^-3),1,,,,,
169,,1^(0^5),1,,,,,
169,,1^(3^-4),1,,,,,
169,1,1^(-4^-3),1,,,,,3^1
171,,1^(0^5),1,,,,,
171,,1^(3^-4),1,,,,,
171,1,1^(-4^-3),1,,,,,
173,,1^(0^5),1,,,,,
173,,1^(3^-4),1,,,,,
173,1,1^(-4^-3),1,,,,,3^1
175,,1^(0^5),1,,,,,
175,,1^(3^-4),1,,,,,
175,1,1^(-4^-3),1,,,,,
177,,1^(0^5),1,,,,,
177,,1^(3^-4),1,,,,,
177,1,1^(-4^-3),1,,,,,3^1
179,,,1,,,,,
179,,,1,,,,,
179,1,,1,,reverseclockwise,,,
180,,,,4^32^2^0,,,,
181,1,,,,,,,5^1^(3^3)^1
183,1,,,,,,,5^1^(-3^3)^1
185,1,,,,,,,5^1^(-3^-3)^1
187,1,,,,,,,5^1^(3^-3)^1
189,1,,,,,,,5^1^(3^3)^1
191,1,,,,,,,5^1^(-3^3)^1
193,1,,,,,,,5^1^(-3^-3)^1
195,1,,,,,,,5^1^(3^-3)^1
197,1,,,,,,,5^1^(3^3)^1
199,1,,,,,,,5^1^(-3^3)^1
201,1,,,,,,,5^1^(-3^-3)^1
203,1,,,,,,,5^1^(3^-3)^1
205,1,,,,,,,5^1^(3^3)^1
207,1,,,,,,,5^1^(-3^3)^1
209,1,,,,,,,5^1^(-3^-3)^1
211,1,2^(0^4.5),,,clockwise,,,5^1^(3^-3)^1
212,1,2^(0^4.5),,4^16^10^1,,,,
213,1,,2,,,,,
214,1,2^(0^4.5),,,,,,
215,1,,2,,,,,
216,1,2^(0^4.5),,,,,,
217,1,,2,,,,,
218,1,2^(0^4.5),,,,,,
219,1,,2,,,,,
220,1,2^(0^4.5),,,,,,
221,1,,2,,,,,
222,1,2^(0^4.5),,,,,,
223,1,,2,,,,,
224,1,2^(0^4.5),,,,,,
225,1,,2,,,,,
226,1,2^(0^4.5),,,reverseclockwise,,,
227,1,,2,,,,,
228,1,2^(0^4.5),,4^16^10^0,,,,
229,1,,2,,,,,
230,1,2^(0^4.5),,,,,,
231,1,,2,,,,,
232,1,2^(0^4.5),,,,,,
233,1,,2,,,,,
234,1,2^(0^4.5),,,,,,
235,1,,2,,,,,
236,1,2^(0^4.5),,,,,,
237,1,,2,,,,,
238,1,,,,,,,
239,1,,2,,,,,
240,1,,,,,,,
241,1,1^(0^4.5),,,,,,
242,1,2^(0^4.5),,,clockwise,,,
243,1,1^(4.5^0),,,,,,
244,1,2^(4.5^0),1,4^16^6^1,,,,
245,1,1^(0^-4.5),2,,,,,
246,1,2^(0^-4.5),1,,,,,
247,1,1^(-4.5^0),2,,,,,
248,1,2^(-4.5^0),1,,,,,
249,1,1^(0^4.5),2,,,,,
250,1,2^(0^4.5),1,,,,,
251,1,1^(4.5^0),2,,,,,
252,1,2^(4.5^0),1,,,,,
253,1,1^(0^-4.5),2,,,,,
254,1,2^(0^-4.5),1,,,,,
255,1,1^(-4.5^0),2,,,,,
256,1,2^(-4.5^0),1,,,,,
257,1,1^(0^4.5),2,,,,,
258,1,2^(0^4.5),1,,reverseclockwise,,,
259,1,1^(4.5^0),2,,,,,
260,1,2^(4.5^0),1,4^16^6^0,,,,
261,1,1^(0^-4.5),2,,,,,
262,1,2^(0^-4.5),1,,,,,
263,1,1^(-4.5^0),2,,,,,
264,1,2^(-4.5^0),1,,,,,
265,1,1^(0^4.5),2,,,,,
266,1,2^(0^4.5),1,,,,,
267,1,1^(4.5^0),2,,,,,
268,1,2^(4.5^0),1,,,,,
269,1,1^(0^-4.5),2,,,,,
270,1,2^(0^-4.5),1,,,,,
271,1,1^(-4.5^0),2,,,,,
272,1,2^(-4.5^0),1,,,,,
273,1,1^(0^4.5),2,,,,,
274,1,2^(0^4.5),1,,clockwise,,,
275,1,1^(4.5^0),2,,,,,
276,1,2^(4.5^0),1,4^16^6^1,,,,
277,1,1^(0^-4.5),2,,,,,
278,1,2^(0^-4.5),1,,,,,
279,1,1^(-4.5^0),2,,,,,
280,1,2^(-4.5^0),1,,,,,
281,1,1^(0^4.5),2,,,,,
282,1,2^(0^4.5),1,,,,,
283,1,1^(4.5^0),2,,,,,
284,1,2^(4.5^0),1,,,,,
285,1,1^(0^-4.5),2,,,,,
286,1,2^(0^-4.5),1,,,,,
287,1,1^(-4.5^0),2,,,,,
288,1,2^(-4.5^0),1,,,,,
289,1,1^(0^4.5),2,,,,,
290,1,2^(0^4.5),1,,reverseclockwise,,,
291,1,1^(4.5^0),2,,,,,
292,1,2^(4.5^0),1,4^16^6^0,,,,
293,1,1^(0^-4.5),2,,,,,
294,1,2^(0^-4.5),1,,,,,
295,1,1^(-4.5^0),2,,,,,
296,1,2^(-4.5^0),1,,,,,
297,1,1^(0^4.5),2,,,,,
298,1,2^(0^4.5),1,,,,,
299,1,1^(4.5^0),2,,,,,
300,1,2^(4.5^0),1,,,,,
301,1,1^(0^-4.5),2,,,,,
302,1,2^(0^-4.5),1,,,,,
303,1,1^(-4.5^0),2,,,,,
304,1,2^(-4.5^0),1,,,,,
305,1,1^(0^4.5),2,,,,,
306,1,2^(0^1),1,,clockwise,,,
307,1,1^(4.5^0),2,,,,,
308,1,2^(0^-1),1,4^32^2^1,,,,
309,1,1^(0^-4.5),2,,,,,
310,1,2^(0^1),1,,,,,
311,1,1^(-4.5^0),2,,,,,
312,1,2^(0^-1),1,,,,,
313,1,1^(0^4.5),2,,,,,
314,1,2^(0^1),1,,,,,
315,1,1^(4.5^0),2,,,,,
316,1,2^(0^-1),1,,,,,
317,1,1^(0^-4.5),2,,,,,
318,1,2^(0^1),1,,,,,
319,1,1^(-4.5^0),2,,,,,
320,1,2^(0^-1),1,,,,,
321,1,1^(0^4.5),2,,,,,
322,1,2^(0^1),1,,,,,
323,1,1^(4.5^0),2,,,,,
324,1,2^(0^-1),1,,,,,
325,1,1^(0^-4.5),2,,,,,
326,1,2^(0^1),1,,,,,
327,1,1^(-4.5^0),2,,,,,
328,1,2^(0^-1),1,,,,,
329,1,1^(0^4.5),2,,,,,
330,1,2^(0^1),1,,,,,
331,1,1^(4.5^0),2,,,,,
332,1,2^(0^-1),1,,,,,
333,1,1^(0^-4.5),2,,,,,
334,1,2^(0^1),1,,,,,
335,1,1^(-4.5^0),2,,,,,
336,1,2^(0^-1),1,,,,,
337,1,,2,,,,,
338,1,,1,,,,,
339,1,,2,,,,,
