Time,Notes,Spawn,Attack,Camera,Event,Lyrics,Timer,Obstacle
229,1,,,,,,,
229.75,1,2^(0^0),2,1^(-4^0)^0.75,,,,3^1
232,1,,,,up,,,3^1
233,1,,,,,,,
233.75,1,2^(0^0),2,1^(0^3)^0.75,,,,3^1
236,1,2^(rand^rand),,,down,,,3^1
237,1,,,,,,,
237.75,1,2^(rand^rand),2,1^(0^-3)^0.75,,,,3^1
240,1,2^(rand^rand),2,,,,,
241,1,,,,,,,
241.75,1,2^(rand^rand),2,,,,,3^1
244,1,2^(rand^rand),2,,,,,
245,1,,,,,,,
245.75,1,2^(rand^rand),2,,,,,3^1
248,1,2^(rand^rand),2,,,,,
249,1,,,,,,,
249.75,1,2^(rand^rand),2,,,,,3^1
252,1,2^(rand^rand),2,,,,,
253,1,,,,,,,
253.75,1,2^(rand^rand),2,,,,,3^1
256,1,2^(rand^rand),2,,,,,
257,1,,,,,,,
257.75,1,2^(rand^rand),2,,,,,3^1
260,1,2^(4^4),2,,,,,
261,,2^(-4^4),,,,,,
261,1,2^(-4^-4),2,,,,,
261.75,1,2^(4^-4),2,,,,,3^1
264,1,,2,,,,,3^1
265,1,,2,,,,,3^1
266,1,,2,,,,,3^1
267,1,,2,,,,,3^1
270,,2^(rand^rand),,,,,,
271,,2^(rand^rand),,,,,,
272,1,2^(rand^rand),2,,,,,3^1
273,1,,,,,,,3^1
273.75,1,2^(rand^rand),2,,,,,3^1
276,1,2^(rand^rand),2,,,,,3^1
277,1,,,,,,,3^1
277.75,1,2^(rand^rand),2,,,,,3^1
280,1,2^(rand^rand),2,,,,,3^1
281,1,,,,,,,3^1
281.75,1,2^(rand^rand),2,,,,,3^1
284,1,2^(rand^rand),2,,,,,3^1
285,1,,,,,,,3^1
285.75,1,2^(rand^rand),2,,,,,3^1
288,1,2^(rand^rand),2,,,,,3^1
289,1,,,,,,,3^1
289.75,1,2^(rand^rand),2,,,,,3^1
292,1,2^(rand^rand),2,,,,,3^1
293,1,,,,,,,3^1
293.75,1,2^(rand^rand),2,,,,,3^1
296,1,2^(rand^rand),2,,,,,3^1
297,1,,,,,,,3^1
297.75,1,2^(rand^rand),2,,,,,3^1
300,1,2^(rand^rand),2,,,,,3^1
301,1,,,,,,,3^1
301.75,1,2^(rand^rand),2,,,,,3^1
304,1,2^(rand^rand),2,,,,,3^1
305,1,,,,,,,3^1
305.75,1,2^(rand^rand),2,,,,,3^1
308,1,2^(rand^rand),2,,,,,3^1
309,1,,,,,,,3^1
309.75,1,2^(rand^rand),2,,,,,3^1
312,1,2^(rand^rand),2,,,,,3^1
313,1,,,,,,,3^1
313.75,1,2^(rand^rand),2,,,,,3^1
316,1,2^(rand^rand),2,,,,,3^1
317,1,,,,,,,3^1
317.75,1,2^(rand^rand),2,,,,,3^1
320,1,2^(rand^rand),2,,,,,3^1
321,1,,,,,,,3^1
321.75,1,2^(rand^rand),2,,,,,3^1
324,1,2^(rand^rand),2,,,,,3^1
325,1,,,,,,,3^1
325.75,1,2^(rand^rand),2,,,,,3^1
328,1,2^(rand^rand),2,,,,,3^1
329,1,,,,,,,3^1
329.75,1,2^(rand^rand),2,,,,,3^1
332,1,2^(rand^rand),2,,,,,3^1
333,1,,,,,,,3^1
333.75,1,2^(rand^rand),2,,,,,3^1
336,1,2^(rand^rand),2,,,,,3^1
337,1,2^(rand^rand),2,,,,,3^1
337.75,1,2^(rand^rand),2,,,,,3^1
340,1,2^(rand^rand),2,,,,,3^1
341,1,2^(rand^rand),2,,,,,3^1
341.75,1,2^(rand^rand),2,,,,,3^1
344,1,2^(rand^rand),2,,,,,3^1
345,1,2^(rand^rand),2,,,,,3^1
345.75,1,2^(rand^rand),2,,,,,3^1
348,1,2^(rand^rand),2,,,,,3^1
349,1,2^(rand^rand),2,,,,,3^1
349.75,1,2^(rand^rand),2,,,,,3^1
352,1,2^(rand^rand),2,,,,,3^1
353,1,2^(rand^rand),2,,,,,3^1
353.75,1,2^(rand^rand),2,,,,,3^1
356,1,2^(rand^rand),2,,,,,3^1
357,1,2^(rand^rand),2,,,,,3^1
357.75,1,2^(rand^rand),2,,,,,3^1
360,1,2^(rand^rand),2,,,,,3^1
361,1,2^(rand^rand),2,,,,,3^1
361.75,1,2^(rand^rand),2,,,,,3^1
364,1,,2,,,,,3^1
365,1,,2,,,,,3^1
365.75,1,,2,,,,,3^1
368,1,,,,,,,
