Time,Notes,Spawn,Attack,Camera,Event,Lyrics,Timer,Obstacle
210,,,,,,,,
211,1,2^(9^rand),2,,,,,
212,,,,,,,,
213,1,2^(9^rand),2,,,,,
214,,,,,,,,
215,1,2^(9^rand),2,,,,,
216,,,,,,,,
217,1,2^(9^rand),2,,,,,
218,,,,,,,,
219,1,2^(9^rand),2,,,,,
220,,,,,,,,
221,1,2^(9^rand),2,,,,,
222,,,,,,,,
223,1,2^(9^rand),2,,,,,
224,,,,,,,,
225,1,2^(9^rand),2,,,,,
226,,,,,,,,
227,1,2^(9^rand),2,,,,,
228,,,,,,,,
229,1,2^(9^rand),2,,,,,
230,,,,,,,,
231,1,2^(9^rand),2,,,,,
232,,,,,,,,
233,1,2^(9^rand),2,,,,,
234,,2^(5^rand),,,,,,
235,1,,2,,,,,
236,1,2^rand^rand),2,,,,,
240,1,2^rand^rand),2,,,,,
244,1,2^rand^rand),2,,,,,
248,1,,2,,,,,
