Time,Notes,Spawn,Attack,Camera,Event,Lyrics,Timer,Obstacle
210,1,,,,,,,4^1^(-6^0)^(9^-2.5)
211,1,,,,,,,4^1^(6^0)^(-9^2.5)
212,1,,,,,,,4^1^(0^-6)^(-4^6)
214,,,,,,,,
215,1,,,,,,,
216,1,,,,,,,4^1^(-6^0)^(9^-2.5)
217,,,,,,,,
217.25,1,,,,,,,
218,1,,,,,,,4^1^(6^0)^(-9^2.5)
219,1,,,,,,,4^1^(0^-6)^(-4^6)
220,1,,,,,,,4^1^(0^6)^(4^-6)
222,,2^(-3^-3),,,,,,
223,1,2^(3^-3),,,,,,
224,1,2^(3^3),2,,,,,4^1^(6^0)^(-9^2.5)
225,,2^(-3^3),,,,,,
225.25,1,,2,,,,,
226,1,2^(-3^-3),2,,,,,4^1^(0^-6)^(-4^6)
227,1,,2,,,,,4^1^(0^6)^(4^-6)
228,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
230,,2^(-3^-3),,,,,,
231,1,2^(3^-3),,,,,,
232,1,2^(3^3),2,,,,,4^1^(0^-6)^(-4^6)
233,,2^(-3^3),,,,,,
233.25,1,,2,,,,,
234,1,2^(-3^-3),2,,,,,4^1^(0^6)^(4^-6)
235.25,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
236,1,,2,,,,,4^1^(6^0)^(-9^2.5)
238,,2^(-3^-3),,,,,,
239,1,2^(3^-3),,,,,,
240,1,2^(3^3),2,,,,,4^1^(0^6)^(4^-6)
241,,2^(-3^3),,,,,,
241.25,1,,2,,,,,
242,1,2^(-3^-3),2,,,,,4^1^(-6^0)^(9^-2.5)
243,1,,2,,,,,4^1^(6^0)^(-9^2.5)
244,1,,2,,,,,4^1^(0^-6)^(-4^6)
246,,2^(-3^-3),,,,,,
247,1,2^(3^-3),,,,,,
248,1,2^(3^3),2,,,,,4^1^(-6^0)^(9^-2.5)
249,,2^(-3^3),,,,,,
249.25,1,,2,,,,,
250,1,2^(-3^-3),2,,,,,4^1^(6^0)^(-9^2.5)
251.25,1,,2,,,,,4^1^(0^-6)^(-4^6)
252,1,,2,,,,,4^1^(0^6)^(4^-6)
256,,2^(rand^rand),,,,,,
258,1,,2,,,,,
260,,2^(rand^rand),,,,,,
262,1,,2,,,,,
264,,2^(rand^rand),,,,,,
266,1,,2,,,,,
268,,2^(rand^rand),,,,,,
270,1,,2,,,,,
272,,2^(rand^rand),,,,,,
274,1,,2,,,,,
276,,2^(rand^rand),,,,,,
278,1,,2,,,,,
280,,2^(rand^rand),,,,,,
282,1,,2,,,,,
284,,2^(rand^rand),,,,,,
286,1,,2,,right,,,
288,,,,2^(1.5^0)^62.75,,,,
289,1,2^(9^rand),2,,,,,
291,1,2^(9^rand),2,,,,,
293,1,2^(9^rand),2,,,,,
295,1,2^(9^rand),2,,,,,
297,1,2^(9^rand),2,,,,,
299,1,2^(9^rand),2,,,,,
301,1,2^(9^rand),2,,,,,
303,1,2^(9^rand),2,,,,,
305,1,2^(9^rand),2,,,,,
307,1,2^(9^rand),2,,,,,
309,1,2^(9^rand),2,,,,,
311,1,2^(9^rand),2,,,,,
313,1,2^(9^rand),2,,,,,
315,1,2^(9^rand),2,,,,,
317,1,2^(9^rand),2,,,,,
319,1,2^(9^rand),2,,,,,
319,,2^(9^rand),,,,,,
320,,2^(9^rand),,,,,,
321,,2^(9^rand),2,,,,,
322,,2^(9^rand),2,,,,,
323,,2^(9^rand),2,,,,,
324,,2^(9^rand),2,,,,,
325,,2^(9^rand),2,,,,,
326,,2^(9^rand),2,,,,,
327,,2^(9^rand),2,,,,,
328,,2^(9^rand),2,,,,,
329,,2^(9^rand),2,,,,,
330,,2^(9^rand),2,,,,,
331,,2^(9^rand),2,,,,,
332,,2^(9^rand),2,,,,,
333,,2^(9^rand),2,,,,,
334,,2^(9^rand),2,,,,,
335,,2^(9^rand),2,,,,,
336,,2^(9^rand),2,,,,,
337,,2^(9^rand),2,,,,,
338,,2^(9^rand),2,,,,,
339,,2^(9^rand),2,,,,,
340,,2^(9^rand),2,,,,,
341,,2^(9^rand),2,,,,,
342,,2^(9^rand),2,,,,,
343,,2^(9^rand),2,,,,,
344,,2^(9^rand),2,,,,,
345,,2^(9^rand),2,,,,,
346,,2^(9^rand),2,,,,,
347,,2^(9^rand),2,,,,,
348,,2^(9^rand),2,,,,,
349,,2^(9^rand),2,,,,,
350,,2^(9^rand),2,,,,,
351,,2^(9^rand),2,,,,,
320,1,2^(10^rand),,,,,,
321,1,2^(10^rand),2,,,,,
322,1,2^(10^rand),2,,,,,
323,1,2^(10^rand),2,,,,,
324,1,2^(10^rand),2,,,,,
325,1,2^(10^rand),2,,,,,
326,1,2^(10^rand),2,,,,,
327,1,2^(10^rand),2,,,,,
328,1,2^(10^rand),2,,,,,
329,1,2^(10^rand),2,,,,,
330,1,2^(10^rand),2,,,,,
331,1,2^(10^rand),2,,,,,
332,1,2^(10^rand),2,,,,,
333,1,2^(10^rand),2,,,,,
334,1,2^(10^rand),2,,,,,
335,1,2^(10^rand),2,,,,,
336,1,2^(10^rand),2,,,,,
337,1,2^(10^rand),2,,,,,
338,1,2^(10^rand),2,,,,,
339,1,2^(10^rand),2,,,,,
340,1,2^(10^rand),2,,,,,
341,1,2^(10^rand),2,,,,,
342,1,2^(10^rand),2,,,,,
343,1,2^(10^rand),2,,,,,
344,1,2^(10^rand),2,,,,,
345,1,2^(10^rand),2,,,,,
346,1,2^(10^rand),2,,,,,
347,1,2^(10^rand),2,,,,,
348,1,2^(10^rand),2,,,,,
349,1,2^(16^rand),2,,,,,
350,1,,2,,,,,
351,1,,2,,right,,,
352,1,2^(16^rand),2,1^(3^0)^0.25,,,,
353,1,2^(16^rand),2,1^(3^0)^0.25,,,,
354,1,2^(16^rand),2,1^(3^0)^0.25,,,,
355,1,2^(16^rand),2,1^(3^0)^0.25,,,,
356,1,2^(16^rand),2,1^(3^0)^0.25,,,,
357,1,2^(16^rand),2,1^(3^0)^0.25,,,,
358,1,2^(16^rand),2,1^(3^0)^0.25,,,,
359,1,2^(16^rand),2,1^(3^0)^0.25,,,,
360,1,2^(16^rand),2,1^(3^0)^0.25,,,,
361,1,2^(16^rand),2,1^(3^0)^0.25,,,,
362,1,2^(16^rand),2,1^(3^0)^0.25,,,,
363,1,2^(16^rand),2,1^(3^0)^0.25,,,,
364,1,2^(16^rand),2,1^(3^0)^0.25,,,,
365,1,2^(16^rand),2,1^(3^0)^0.25,,,,
366,1,2^(16^rand),2,1^(3^0)^0.25,,,,
367,1,2^(16^rand),2,1^(3^0)^0.25,,,,
368,1,2^(16^rand),2,1^(3^0)^0.25,,,,
369,1,2^(16^rand),2,1^(3^0)^0.25,,,,
370,1,2^(16^rand),2,1^(3^0)^0.25,,,,
371,1,2^(16^rand),2,1^(3^0)^0.25,,,,
372,1,2^(16^rand),2,1^(3^0)^0.25,,,,
373,1,2^(16^rand),2,1^(3^0)^0.25,,,,
374,1,2^(16^rand),2,1^(3^0)^0.25,,,,
375,1,2^(16^rand),2,1^(3^0)^0.25,,,,
376,1,2^(16^rand),2,1^(3^0)^0.25,,,,
377,1,2^(16^rand),2,1^(3^0)^0.25,,,,
378,1,,2,1^(3^0)^0.25,,,,
379,1,,2,1^(3^0)^0.25,,,,
366,,2^(16^rand),,,,,,
367,,2^(16^rand),,,,,,
368,,2^(16^rand),2,,,,,
369,,2^(16^rand),2,,,,,
370,,2^(16^rand),2,,,,,
371,,2^(16^rand),2,,,,,
372,,2^(16^rand),2,,,,,
373,,2^(16^rand),2,,,,,
374,,2^(16^rand),2,,,,,
375,,2^(16^rand),2,,,,,
376,,2^(16^rand),2,,,,,
377,,2^(16^rand),2,,,,,
378,,,2,,,,,
379,,,2,,,,,
380,1,,,,,,,
382,,2^(-3^-3),,,,,,
383,,2^(3^-3),,,,,,
384.5,1,2^(3^3),2,,,,,4^1^(6^0)^(-9^2.5)
385,,2^(-3^3),,,,,,
385.25,1,,2,,,,,
386,1,2^(-3^-3),2,,,,,4^1^(0^-6)^(-4^6)
387,1,,2,,,,,4^1^(0^6)^(4^-6)
388,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
390,,2^(-3^-3),,,,,,
391,1,2^(3^-3),,,,,,
392,1,2^(3^3),2,,,,,4^1^(0^-6)^(-4^6)
393,,2^(-3^3),,,,,,
393.25,1,,2,,,,,
394,1,2^(-3^-3),2,,,,,4^1^(0^6)^(4^-6)
395.25,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
396,1,,2,,,,,4^1^(6^0)^(-9^2.5)
398,,2^(-3^-3),,,,,,
399,1,2^(3^-3),,,,,,
400,1,2^(3^3),2,,,,,4^1^(0^6)^(4^-6)
401,,2^(-3^3),,,,,,
401.25,1,,2,,,,,
402,1,2^(-3^-3),2,,,,,4^1^(-6^0)^(9^-2.5)
403,1,,2,,,,,4^1^(6^0)^(-9^2.5)
404,1,,2,,,,,4^1^(0^-6)^(-4^6)
406,,2^(-3^-3),,,,,,
407,1,2^(3^-3),,,,,,
408,1,2^(3^3),2,,,,,4^1^(-6^0)^(9^-2.5)
409,,2^(-3^3),,,,,,
409.25,1,,2,,,,,
410,1,2^(-3^-3),2,,,,,4^1^(6^0)^(-9^2.5)
411.25,1,,2,,,,,4^1^(0^-6)^(-4^6)
412,1,,2,,,,,4^1^(0^6)^(4^-6)
414,,2^(-3^-3),,,,,,
415,1,2^(3^-3),,,,,,
416,1,2^(3^3),2,,,,,4^1^(6^0)^(-9^2.5)
417,,2^(-3^3),,,,,,
417.25,1,,2,,,,,
418,1,2^(-3^-3),2,,,,,4^1^(0^-6)^(-4^6)
419,1,,2,,,,,4^1^(0^6)^(4^-6)
420,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
422,,2^(-3^-3),,,,,,
423,1,2^(3^-3),,,,,,
424,1,2^(3^3),2,,,,,4^1^(0^-6)^(-4^6)
425,,2^(-3^3),,,,,,
425.25,1,,2,,,,,
426,1,2^(-3^-3),2,,,,,4^1^(0^6)^(4^-6)
427,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
428,1,,2,,,,,4^1^(6^0)^(-9^2.5)
430,,2^(-3^-3),,,,,,
431,1,2^(3^-3),,,,,,
432,1,2^(3^3),2,,,,,4^1^(0^6)^(4^-6)
433,,2^(-3^3),,,,,,
433.25,1,,2,,,,,
434,1,2^(-3^-3),2,,,,,4^1^(-6^0)^(9^-2.5)
435,1,,2,,,,,4^1^(6^0)^(-9^2.5)
436,1,,2,,,,,4^1^(0^-6)^(-4^6)
438,,2^(-3^-3),,,,,,
439,1,2^(3^-3),,,,,,
440,1,2^(3^3),2,,,,,4^1^(-6^0)^(9^-2.5)
441,,2^(-3^3),,,,,,
441.25,1,,2,,,,,
442,1,2^(-3^-3),2,,,,,4^1^(6^0)^(-9^2.5)
443,1,,2,,,,,4^1^(0^-6)^(-4^6)
444,1,,2,,,,,4^1^(0^6)^(4^-6)
446,,2^(-3^-3),,,,,,
447,1,2^(3^-3),,,,,,
448,1,2^(3^3),2,,,,,4^1^(6^0)^(-9^2.5)
449,,2^(-3^3),,,,,,
449.25,1,,2,,,,,
450,1,2^(-3^-3),2,,,,,4^1^(0^-6)^(-4^6)
451,1,,2,,,,,4^1^(0^6)^(4^-6)
452,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
454,,2^(-3^-3),,,,,,
455,1,2^(3^-3),,,,,,
456,1,2^(3^3),2,,,,,4^1^(0^-6)^(-4^6)
457,,2^(-3^3),,,,,,
457.25,1,,2,,,,,
458,1,2^(-3^-3),2,,,,,4^1^(0^6)^(4^-6)
459.25,1,,2,,,,,4^1^(-6^0)^(9^-2.5)
460,1,,2,,,,,4^1^(6^0)^(-9^2.5)
462,,2^(-3^-3),,,,,,
463,1,2^(3^-3),,,,,,
464,1,2^(3^3),2,,,,,4^1^(0^6)^(4^-6)
465,,2^(-3^3),,,,,,
465.25,1,,2,,,,,
466,1,2^(-3^-3),2,,,,,4^1^(-6^0)^(9^-2.5)
467,1,,2,,,,,4^1^(6^0)^(-9^2.5)
468,1,,2,,,,,4^1^(0^-6)^(-4^6)
470,,2^(-3^-3),,,,,,
471,1,2^(3^-3),,,,,,
472,1,2^(3^3),2,,,,,4^1^(-6^0)^(9^-2.5)
473,,2^(-3^3),,,,,,
473.25,1,,2,,,,,
474,1,2^(-3^-3),2,,,,,4^1^(6^0)^(-9^2.5)
475.25,1,,2,,,,,4^1^(0^-6)^(-4^6)
476,1,,2,,,,,4^1^(0^6)^(4^-6)
479,1,,,,,,,
