Time,Notes,Spawn,Attack,Camera,Event,Lyrics,Timer,Obstacle
268,1,2^(rand^-7),,1^(0^-3)^0.5,,,,
270,1,,2,1^(0^-3)^0.5,,,,
272,1,2^(rand^-7),,1^(0^-3)^0.5,,,,
274,1,,2,1^(0^-3)^0.5,,,,
276,1,2^(rand^-7),,1^(0^-3)^0.5,,,,
278,1,,2,1^(0^-3)^0.5,,,,
280,1,2^(rand^-7),,1^(0^-3)^0.5,,,,
282,1,,2,1^(0^-3)^0.5,,,,
284,1,2^(rand^-7),,1^(0^-3)^0.5,,,,
286,1,2^(rand^rand),2,,,,,
288,1,2^(rand^rand),2,,,,,
292.5,1,2^(rand^rand),2,,,,,
296,1,2^(rand^rand),2,,,,,
300.5,1,2^(rand^rand),2,,,,,
304,1,2^(rand^rand),2,,,,,
308.5,1,2^(rand^rand),2,,,,,
312,1,2^(rand^rand),2,,,,,
316.5,1,,2,,,,,
318,,,,,left-down,,,
319,,,,,right-down,,,
320,1,2^(-7^-10),,1^(-1.5^-3)^0.5,,,,
321,1,2^(7^-10),,1^(1.5^-3)^0.5,,,,
322,1,2^(-7^-10),2,1^(-1.5^-3)^0.5,,,,
323,1,2^(7^-10),2,1^(1.5^-3)^0.5,,,,
324,1,2^(-7^-10),2,1^(-1.5^-3)^0.5,,,,
325,1,2^(7^-10),2,1^(1.5^-3)^0.5,,,,
326,1,2^(-7^-10),2,1^(-1.5^-3)^0.5,,,,
327,1,2^(7^-10),2,1^(1.5^-3)^0.5,,,,
328,1,2^(-7^-10),2,1^(-1.5^-3)^0.5,,,,
329,1,2^(7^-10),2,1^(1.5^-3)^0.5,,,,
330,1,2^(-7^-10),2,1^(-1.5^-3)^0.5,,,,
331,1,2^(7^-10),2,1^(1.5^-3)^0.5,,,,
332,1,2^(-7^-10),2,1^(-1.5^-3)^0.5,,,,
333,1,2^(7^-10),2,1^(1.5^-3)^0.5,,,,
334,1,2^(rand^-10),2,1^(-1.5^-3)^0.5,,,,
335,1,2^(rand^-10),2,1^(1.5^-3)^0.5,,,,
336,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
337,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
338,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
339,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
340,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
341,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
342,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
343,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
344,1,2^(rand^-10),2,1^(0^-3)^0.5,,,,
345,1,,2,1^(0^-3)^0.5,,,,
346,1,,2,1^(0^-3)^0.5,,,,
347,1,,2,1^(0^-3)^0.5,,,,
348,,2^(rand^-5),,,,,,
352,1,2^(rand^rand),2,,,,,2^1^1^1
356.5,1,,2,,,,,2^1^0^0
360,1,,,,,,,2^1^1^1
360.75,1,,,,,,,2^1^0^0
361.5,1,2^(rand^rand),,,,,,2^1^1^1
364.5,1,2^(rand^rand),2,,,,,2^1^0^0
368,1,2^(rand^rand),2,,,,,2^1^1^1
372.5,1,,2,,,,,2^1^0^0
376,1,,,,,,,2^1^1^1
376.75,1,,,,,,,2^1^0^0
377.5,1,2^(rand^rand),,,,,,2^1^1^1
380.5,1,2^(rand^rand),2,,,,,2^1^0^0
384,1,2^(rand^rand),2,,,,,2^1^1^1
388.5,1,,2,,,,,2^1^0^0
392,1,,,,,,,2^1^1^1
392.75,1,,,,,,,2^1^0^0
393.5,1,2^(rand^rand),,,,,,2^1^1^1
396.5,1,2^(rand^rand),2,,,,,2^1^0^0
400,1,2^(rand^rand),2,,,,,2^1^1^1
404.5,1,2^(rand^rand),2,,,,,2^1^0^0
408,,2^(rand^rand),,,,,,
408,1,2^(rand^rand),2,,,,,2^1^1^1
409.5,1,,2,,,,,2^1^0^0
411,1,,2,,,,,2^1^1^1
416,1,2^(rand^rand),2,,,,,2^1^0^0
420.5,1,,2,,,,,2^1^1^1
424,1,,,,,,,2^1^0^0
424.75,1,,,,,,,2^1^1^1
425.5,1,2^(rand^rand),,,,,,2^1^0^0
428.5,1,2^(rand^rand),2,,,,,2^1^1^1
432,1,2^(rand^rand),2,,,,,2^1^0^0
436.5,1,,2,,,,,2^1^1^1
440,1,,,,,,,2^1^0^0
440.75,1,,,,,,,2^1^1^1
441.5,1,2^(rand^rand),,,,,,2^1^0^0
444.5,1,2^(rand^rand),2,,,,,2^1^1^1
448,1,2^(rand^rand),2,,,,,2^1^0^0
452.5,1,,2,,,,,2^1^1^1
456,1,,,,,,,2^1^0^0
456.75,1,,,,,,,2^1^1^1
457.5,1,2^(rand^rand),,,,,,2^1^0^0
460.5,1,2^(rand^rand),2,,,,,2^1^1^1
464,1,2^(rand^rand),2,,,,,2^1^0^0
468.5,1,2^(rand^rand),2,,,,,2^1^1^1
472,,2^(rand^rand),,,,,,
472,1,2^(rand^rand),2,,,,,2^1^0^0
473.5,1,,2,,,,,2^1^1^1
475,1,,2,,,,,2^1^0^0
